date,time,timezone,username,tweet
17/04/2019,18:32:54,Eastern Daylight Time,stephasplund,"You’re a sensitive introvert with depression and anxiety who doesn’t like being treated like an insensitive extrovert, but that’s the “norm”"
17/04/2019,18:32:46,Eastern Daylight Time,emmhendrick,I’m having anxiety about a flight I’m taking in 9 days 😭 I truly hate flying
17/04/2019,18:32:44,Eastern Daylight Time,pretzelkids,Yoga in schools helps kids combat anxiety - reporting by Ocean Noah:  https://www.pretzelkids.com/blog/how-yoga-in-schools-helps-kids-with-anxiety … pic.twitter.com/FbL9iAQFbW
17/04/2019,18:32:40,Eastern Daylight Time,lopezgovlaw,#TuesdayMotivation RT @InnrEngineering: #TransformationTuesday –  http://bit.ly/2GlGJUK   Stress? Anxiety? Try Meditation! –  http://bit.ly/2XQOt9h  – Inne…  https://twitter.com/i/web/status/1118642859492745217 …
17/04/2019,18:32:31,Eastern Daylight Time,normanh12729073,@JanetJackson yes you know I don't want you to feel pressured I don't want you to have anxiety overwhelmed with it would be nice we could sit down when I get to work nice comfortable say how to convince of wine and we can talk you can tell me that's what you want to do how
17/04/2019,18:32:29,Eastern Daylight Time,_ameenaaaa,My future gives me anxiety and that’s cause I overthink and don’t like shit just flow!
17/04/2019,18:32:22,Eastern Daylight Time,passmanrod,"A6: no reason to monitor low stroke-risk, asymptomatic pts - You will only create unnecessary anxiety"
17/04/2019,18:32:21,Eastern Daylight Time,siennaisa,I hate that my anxiety stops me from doing so much man.... *deep sighs for 8 years* so many things make me so shaky and teary-eyed I hate it
17/04/2019,18:32:20,Eastern Daylight Time,_snoopaloop,Is it illegal??? Are we done being docile yet? I am riddled with anxiety because our elected officials are letting this happen.
17/04/2019,18:32:18,Eastern Daylight Time,orlaisbians,Kal only watches Mipha’s matches from the derelict because she turns into a ball of anxiety and drifter cracking dumb jokes helps keep her calm (plus no one bothers her about her own gambit records up there)
17/04/2019,18:32:17,Eastern Daylight Time,robertah64,I actually had a full blown anxiety attack hearing all this deception. Someone has to be able to stop this and get our country back before that one thing he may do that makes it impossible to repair. He's trying to get into everything and country as we scream. Omg.
17/04/2019,18:32:16,Eastern Daylight Time,msingerpop,"Today has been a scary day. This show can always make me laugh, make me forget about everything, and calm my anxiety down. This show is hilarious and always makes me laugh out loud! There aren't words to describe how much I this cast and this show.❤️  pic.twitter.com/FyBJ8EyRgr"
17/04/2019,18:32:16,Eastern Daylight Time,alexisdross,Me: don’t worry  My anxiety: but...you gotta
17/04/2019,18:32:12,Eastern Daylight Time,netta_doc,"A6: While exposure to the Apple Watch App to detect #AFib was safe overall, the biggest adverse event was ANXIETY! Are we inadvertently creating a population of worried well?  #HRSChat #AppleHeartStudy"
17/04/2019,18:32:10,Eastern Daylight Time,queens912,"im just reading the info on this drug & it doesn't sound pleasant at all!! it sure does build anxiety that's the side effects. im taking Hempworx, really good earthy oil & its a 500mg. have you heard of it?"
17/04/2019,18:32:09,Eastern Daylight Time,kittyphoenix96,My anxiety/panic attack have never done that..... I forget things from just a few minutes before the breakdown and the breakdown completely but never felt sick from it
17/04/2019,18:32:06,Eastern Daylight Time,zoe_quianna,"Went into my appt hoping for adderall, came out with anxiety medicine. my life 🙄"
17/04/2019,18:31:59,Eastern Daylight Time,asexual_cas,"(2/2) ...cockiness where they do; he's misha collins and he knows it. he has this outward presence about him, like his body can't contain his soul, and it's so anxiety-provoking the first time you see him. every time after that, you associate that with him and it becomes calming."
17/04/2019,18:31:56,Eastern Daylight Time,tallxgeese,Anxiety hitting hard today...NOT ENOUGH CAFFEINE
17/04/2019,18:31:54,Eastern Daylight Time,tdgardengeneral,Miserable day at work and pre game anxiety I’m way ahead of you
17/04/2019,18:31:54,Eastern Daylight Time,debbemccall,A6: Increasing patient anxiety!  Am in #AFib?  I have an irregular rhythm and it's not AFib. What is it? 😟 #HRSchat https://twitter.com/HRSonline/status/1118642838139482112 …
17/04/2019,18:31:54,Eastern Daylight Time,leahlward,Anxiety won today.
17/04/2019,18:31:53,Eastern Daylight Time,mrsgleen18,Leave it to moms to take something that should be exciting and turn it into anxiety and fear.
17/04/2019,18:31:50,Eastern Daylight Time,oablanchard,"Speaking of zombies, @netflix's #BlackSummer zombie series is everything zombie movies and shows usually fail to deliver. (Anxiety level: Maximum.) You can't tell from the trailer, but it actually works. More episodes, please.   https://youtu.be/tQA1omPJN24 "
17/04/2019,18:31:46,Eastern Daylight Time,hbarbour26,thank you perrie for bringing awareness for anxiety and reminding me that i’m not alone. anxiety has been something that i’ve struggled with since 2016. although i’m not where i want to be mentally i’m taking actions to help myself. if anyone ever needs to talk i’m always here💗  pic.twitter.com/jX3p5X4Alk
17/04/2019,18:31:40,Eastern Daylight Time,annielouiselily,i have so much anxiety in my body right now
17/04/2019,18:31:38,Eastern Daylight Time,beendeleted,whilst Khabibulin and myself might need something for this anxiety. #goavsgo #bostonterriersofhoth #chiweeniesman pic.twitter.com/Mc0bzL6VpJ
17/04/2019,18:31:33,Eastern Daylight Time,starket89,When those anxiety attacks really kick in 😞😣😓  https://www.instagram.com/p/BwX54u0nwHR/?utm_source=ig_twitter_share&igshid=serheg3ts27w …
17/04/2019,18:31:33,Eastern Daylight Time,philmcku,"pression, anxiety and PTSD are very real. I would like five of my friends to post this (not share) so I know who I can talk to if I ever need to.  I think I know who will."
17/04/2019,18:31:27,Eastern Daylight Time,thedreadfullord,"Anxiety is not a joke. Shame on you, troll."
17/04/2019,18:31:18,Eastern Daylight Time,madschristine,just had the worst anxiety attack agh
17/04/2019,18:31:15,Eastern Daylight Time,twilightfilmz,"It's scary to show how vulnerable we are,/ 23,23)don't want to come across the wrong way, /anxieties cause us to forget that we have skills, and we've come far, / Don't put me down when i've learnt to stand,/ dont laugh at my illness with a wave of your hand, / ive got my own -"
17/04/2019,18:31:07,Eastern Daylight Time,ccbucko,I use CBD every night before bed. It helps me sleep and with anxiety. But I use 100% pure organic CBD oil of a very high quality. I just don’t want to advertise literal CBD gummie bears lol  pic.twitter.com/CtTOq9jZ1t
17/04/2019,18:31:00,Eastern Daylight Time,itsbacobitch,"it's not being smart to be worthy is just not constantly having anxiety, insecurities or unstable situations that can hinder any possible relationship i have"
17/04/2019,18:30:59,Eastern Daylight Time,manhattanmiami,"If I’ve learned anything from getting my first NYC pet (a two-pound Pomeranian puppy who thinks my carpet is his designated toilet), it’s that you will have a series of questions, anxiety and sleepless nights...  https://hubs.ly/H0hsX6S0 "
17/04/2019,18:30:52,Eastern Daylight Time,growing_organic,Absolutely it should be legal! And it is thanks to the farm bill (with some stipulations of course)! We use it mostly for anxiety and inflammation ❤️🌱 #plantmedicine
17/04/2019,18:30:47,Eastern Daylight Time,greeeeygoose,Today's to-do list : No depression No anxiety No insecurity Only good vibes
17/04/2019,18:30:46,Eastern Daylight Time,ppatel_7,Just read the story from Perrie Edwards about her Anxiety & Panic attacks.. I really hope she & Oxlade Chamberlain are ok.. YNWA 🙏🏽
17/04/2019,18:30:45,Eastern Daylight Time,jcthebird,"Re: sorting hat. I'm full of anxiety and trivia, those are clearly Ravenclaw traits."
17/04/2019,18:30:44,Eastern Daylight Time,ladykrimzen,This question goes out to anyone who has suffered anxiety/panic attacks. Do you get a sore throat afterwards? I'm trying to work out if I'm getting another cold or if its from the attack. I did also get sick* from the attack so it could be that too.
17/04/2019,18:30:43,Eastern Daylight Time,vexaere,I have really bad social anxiety but I find it so easy to just chill there and talk to myself. It will feel so weird at first but I'm fairly certain that streaming has helped my anxiety in regular situations too now.
17/04/2019,18:30:43,Eastern Daylight Time,phat_earth,"It can. But much more typically, depression hits me like a truck out of nowhere, and my anxiety is pretty much always ON. Some days it's more manageable than others."
17/04/2019,18:30:37,Eastern Daylight Time,kgschn,Me at the docs: can I get something stronger for the pain? Its keeping me up at night  Doc: nope! Opioid crisis mea s you gotta tough it out  Me at the psychiatrists: yeah I have moderate anxiety that sometimes turns into a panic attack  Psych: makes it rain klonipin
17/04/2019,18:30:35,Eastern Daylight Time,cyddsinna,Anxiety attacks on the job <
17/04/2019,18:30:33,Eastern Daylight Time,y0ungb1o0d,anxiety makes me feel nauseous almost everyday. maybe that’s why!
17/04/2019,18:30:29,Eastern Daylight Time,katsutiddies,"➧came out . he could practically see the future shatter , the sounds of bustling feet and beeping growing louder and louder in his ears . anxiety and shame just flooded his system , and it must've shown through the heart monitor , because minutes later , everything went dark ."
17/04/2019,18:30:28,Eastern Daylight Time,isabellewise,my professor decided not to give us our quiz today because she has squirrels in her wall causing her anxiety
17/04/2019,18:30:23,Eastern Daylight Time,moongazingha,"A significant component keep your gut healthy should include stress reduction techniques, herbal supplements to manage stress, and adaptogen herbs to help fight the side effects of stress.  #stress #anxiety #guthealth #guthealing pic.twitter.com/rNf6Dnlp8P"
17/04/2019,18:30:18,Eastern Daylight Time,shedreamsinteal,"I hear you there, anxiety is one of my evening foes as well."
17/04/2019,18:30:15,Eastern Daylight Time,innrengineering,#TransformationTuesday –  http://bit.ly/2GlGJUK   Stress? Anxiety? Try Meditation! –  http://bit.ly/2XQOt9h  – Inner Engineering helps one overcome anxiety and become peaceful.  #TuesdayMotivation #Stress #StressRelief #Meditation #Consciousness #InnerEngineering pic.twitter.com/FWhRKitB9c
17/04/2019,18:30:15,Eastern Daylight Time,kingareys,"I relate pretty hard to his anxiety, like the breakdown in How Mac got Fat hits me close to home."
17/04/2019,18:30:12,Eastern Daylight Time,livingtree,The Best Anti-Anxiety Foods to Munch On. From  http://Dr.mercola.com  https://articles.mercola.com/anxiety/diet.aspx …
17/04/2019,18:30:09,Eastern Daylight Time,skypetherapist,Mindfulness Therapy is the application of #mindfulness for healing #anxiety and #depression. This is a very powerful approach once you have learned how to do this.
17/04/2019,18:30:04,Eastern Daylight Time,joshraclaw,"Without going too analytical, what’s the root of the anxiety?"
17/04/2019,18:30:03,Eastern Daylight Time,anxiety_123,Simple Things That You Could Do To Manage Anxiety Better -  http://www.101alternativehealing.com/simple-things-that-you-could-do-to-manage-anxiety-better-4/ …
17/04/2019,18:30:01,Eastern Daylight Time,eldritcheliza,I'm anxious but instead of my normal anxiety where I try to hide and make myself unthreatening it's the opposite where I'm easily frustrated and defensive and I'm not used to that kind of thing
17/04/2019,18:30:00,Eastern Daylight Time,freshhrinsights,Is it stress or anxiety? Determining which one you’re experiencing is critical to finding an effective treatment plan and feeling better.  https://buff.ly/2UmtxZ3  #ThursdayThoughts #Wellness
17/04/2019,18:30:00,Eastern Daylight Time,whatsonglasgow,"Suzi Ruffell has made a name for herself by turning tragedy and anxiety into big laughs, join her at @GleeClubGlasgow for her new show, Dance Like Everyone's Watching! http://bit.ly/2GhQsg4 "
17/04/2019,18:29:59,Eastern Daylight Time,highkingelliott,@MagiciansSYFY gifting lucky people with extra magic. Meanwhile my anxiety is on level 11 for the finale tonight. If you’re not watching this epic show you need to!! #TheMagicians
17/04/2019,18:29:57,Eastern Daylight Time,daintyjennie,someone’s sending me hate on my stan account i’m going to have an anxiety attack why am i getting accused of stuff i’ve never done
17/04/2019,18:29:55,Eastern Daylight Time,mikaelisawesome,"Nothing too bad. Attributing the rather ok day to spending time in the kitchen (my happy place), catching up on podcasts, and the new anxiety med I was prescribed yesterday ✌ Anything you plan on doing to unwind tonight?  pic.twitter.com/eve06Mv0ek"
17/04/2019,18:29:45,Eastern Daylight Time,henrymatter,#AnxietyProblems spending about 1/3 of my waking* moments thinking up responses to arguments that will never happen (and probably the moments I should be sleeping too) #Anxiety
17/04/2019,18:29:44,Eastern Daylight Time,sarahgay,I just started listening to a podcast called Up and Vanished because I love giving myself unnecessary anxiety about being kidnapped and murdered
17/04/2019,18:29:42,Eastern Daylight Time,mcdougallsophia,"The ""so you've got anxiety/depression/ADHD"" surcharge!"
17/04/2019,18:29:35,Eastern Daylight Time,moist69_,It’s not medical marijuana bc it’s barely legal here but ever since I’ve started smoking since I’ve had my arthritis pain mostly go away unless I have to sit down all day. Also helps with anxiety that I’ve had all my life.
17/04/2019,18:29:34,Eastern Daylight Time,reedusvinyl,just drunken danced with a bunch of turks and caicos natives on the main deck of a boat. social anxiety goes away with rum i guess
17/04/2019,18:29:32,Eastern Daylight Time,westernidentity,"i think there is a legit application of it like actual medical uses but normal people are using it as a sedative essentially and for that reason the powers that be pushing it for ""anxiety"" and ""just try it bro"" is sketchy"
17/04/2019,18:29:22,Eastern Daylight Time,dylanfan8,@LorenaNellie ⚡️ “Perrie Edwards opens up about having anxiety”   https://twitter.com/i/moments/1118579628141105158 …
17/04/2019,18:29:21,Eastern Daylight Time,sommanhasnoname,thats why i have anxiety about choices
17/04/2019,18:29:21,Eastern Daylight Time,mirthemirmaid1,Hey why does anxiety have to make me feel like I'm having a heart attack 9/10 times like I do kind of like breathing thank you
17/04/2019,18:29:03,Eastern Daylight Time,campmeds,We are online CBD Isolate and CBD Oil seller We grow and manufacture high quality organic CBD oil and Crystals for wholesale .contact us text or call +1(775)442-3913 It's used for sickly such as #Insomnia #Inflammation #Pain #Anxiety/Depression #Cancer #Stress and more inbox us pic.twitter.com/fmTuW7819s
17/04/2019,18:28:57,Eastern Daylight Time,marcosantana45,Hate I fell in luv wit thuggin give my mama anxiety 🖤
17/04/2019,18:28:50,Eastern Daylight Time,madtastically,Man. Today my body is flaring to the point I just want to rip out all my bones. My dog got into a fight and the husbands anxiety went into overdrive. The Novack's are not having the greatest day.
17/04/2019,18:28:45,Eastern Daylight Time,makzkluskami,te wszystkie ship dynamics które ludzie rysuja dają mi takie anxiety ze na to patrzeć nie mogę i ja nie rozumiem dlaczego vdbnahd
17/04/2019,18:28:40,Eastern Daylight Time,messixperrie,Right- since Perrie and Zayn are the only people suffering anxiety let’s mention them together
17/04/2019,18:28:39,Eastern Daylight Time,ethanstattoos,anxiety is the worst://💔
17/04/2019,18:28:24,Eastern Daylight Time,alicatterall,"However, am hoping that now we've handed the new draft of the script in, which is a *universe* away from previous versions (I mean, it's properly grownup now), the chronic anxiety-based skin problems will begin to dissipate... for now."
17/04/2019,18:28:22,Eastern Daylight Time,adavic,OVERCOMING NEGATIVE THOUGHTS Dealing with Anxiety and Depressive Thinking Patterns Half-day Program Presented by Sally-Anne McCormack 2nd May – Hawthorn 10.00am – 2.00pm Bookings:   https://www.adavic.org.au/product-view.aspx?Id=317 … Or call ADAVIC on (03) 9853-8089 pic.twitter.com/uu0b7g6kjX
17/04/2019,18:28:22,Eastern Daylight Time,artisticmaniac1,Social media is so toxic to me and yet I keep getting addicted...I don't know how-?  Its messing with my self-esteem and heightening my anxiety. I can't put up with school and social interactions as well as the strain I put myself through on here-  I'm gonna take another break-
17/04/2019,18:28:19,Eastern Daylight Time,ghalebsarah,Anxiety halian: long time no see. Euhh liom l soboh kente ande. Yes my anxiety is a she.
17/04/2019,18:28:08,Eastern Daylight Time,thegetpopp,Anxiety 13 #WorriedFilmsOrShows
17/04/2019,18:28:07,Eastern Daylight Time,shawnaah,Beyoncé really cured my anxiety just like that
17/04/2019,18:28:07,Eastern Daylight Time,xpuppetxiv,//no i feel my anxiety rising up for no reason curse you undiagnosed anxiety disorder
17/04/2019,18:28:07,Eastern Daylight Time,ninocontequila,"very excited for this evaluation by a therapist my mental health for years has been holding me back from being who I want to be depression, social anxiety, anxiety are crippling, especially these last few months alone  i hope I find the help I need"
17/04/2019,18:28:01,Eastern Daylight Time,heyalisonn,what’s it like not having crippling anxiety 24/7
17/04/2019,18:28:01,Eastern Daylight Time,hunterbygene,//Great when I told my grandmother I was gonna be on pills that helps with my anxiety and depression she told me not to take more than needed. TF Im  not like my Uncle Ron.
17/04/2019,18:28:00,Eastern Daylight Time,doomthirty6,"Going see Nas, Flatbush zombies, & noname In New York next month but my anxiety already hittin."
17/04/2019,18:28:00,Eastern Daylight Time,katiemay2411,"If you’re religious that is so fine, I respect that 100%. so please respect the fact that I am not. If I tell you I have anxiety and other mental issues please don’t push me to God. The Bible can’t cure the chemical imbalances in my brain."
17/04/2019,18:27:59,Eastern Daylight Time,veronicaatowers,caffeine jitters are all fun and games until you start having an anxiety attack lolololol
17/04/2019,18:27:55,Eastern Daylight Time,loveisjoslyn,"As a taurus that gets anxiety from smoking weed, I feel so left out"
17/04/2019,18:27:55,Eastern Daylight Time,ohmyemz,"Must be nice to not suffer from insomnia from the anxiety of failing courses, deteriorating mental health and having no friends as well as other problems  I wonder what it's like to not be at rock bottom?  https://twitter.com/seasonfordrugs/status/1118496558562074625 …"
17/04/2019,18:27:54,Eastern Daylight Time,headhunter1993,"Get the votes to over ride it or go on to something else.  A veto over ride would create tremendous anxiety for Trump and clearly state the will of Congress to regain their constitutional ""authority in matters of war"""
17/04/2019,18:27:54,Eastern Daylight Time,believeqd,"yes, sound apps are great #thankyou I found just running a fan at night is the best for sleeping tho, but my hearing is another subject entirely #sayingsomethingwithoutsayingsomething 😶 my biggest problem with falling asleep is being alone with my mind #anxiety #dontletmegetme"
17/04/2019,18:27:40,Eastern Daylight Time,getawayootw,guys i want to be open about my anxiety and write taylor a letter but idk :(  https://tmblr.co/ZaAiLZ2hcfPHY 
17/04/2019,18:27:36,Eastern Daylight Time,fuwafun,Mel is sick and Ray’s anxiety is raising
17/04/2019,18:27:34,Eastern Daylight Time,kaylahhq,I bet you she had an anxiety attack
17/04/2019,18:27:26,Eastern Daylight Time,farfromspidy,Sean Reilly!  — funny  — straight  — ships with chem! — actor by day and super hero at night (sometimes) — anxiety — nsfw sometimes  — don’t be scared to hit me up  — also dog dad  rt for some awesome cake  pic.twitter.com/CisA27RH3R
17/04/2019,18:27:15,Eastern Daylight Time,dontmat82126603,I recommend mixing coffee and cbd together if you want to get work done without anxiety.
17/04/2019,18:27:14,Eastern Daylight Time,__skye99,"Getting my first tattoo this weekend. My anxiety is already through the roof. My brother is going with me, he doesn’t know much about my shutdowns. I’m scared I’m going to need a break and not be able to voice it. Does anyone have any advice? #AskingAutistics #ActuallyAustistic"
17/04/2019,18:27:14,Eastern Daylight Time,goldinggirl617,"TriBeCa hasn’t started yet and suddenly being booked and busy feels like anxiety and anxiety.  But we finna pull up to these screenings, beloved. Trust."
17/04/2019,18:27:12,Eastern Daylight Time,stoneage_ed,"Whereas now the appalling pressure placed on children leads many of them to develop mental health issues..... children as young as primary age being diagnosed with anxiety and depression...that is a failure too, but not of teachers."
17/04/2019,18:27:11,Eastern Daylight Time,roseflowerxox,Having separation anxiety with Bella
17/04/2019,18:27:10,Eastern Daylight Time,hey_itsbrandi,I almost had anxiety attack watching this & putting myself in that poor workers shoes. I would cried & walked out  https://twitter.com/mohamburger/status/1118336609693380608 …
17/04/2019,18:27:03,Eastern Daylight Time,jennaleaanne,To help with sleep and anxiety. I’m an insomniac
17/04/2019,18:26:54,Eastern Daylight Time,sabrinacpenter,and my back hurts so much from carrying all the anxiety during this week
17/04/2019,18:26:52,Eastern Daylight Time,ney_chan_,“I-i...what if Charas cheating on me..”  {A fun fact about chan* she has extreme anxiety ovwr circumstance like this}
17/04/2019,18:26:51,Eastern Daylight Time,wallflowerjac,Awww how come? Is it anxiety? — usually lol just life  https://curiouscat.me/wallflowerjac/post/850920313?t=1555540011 …
17/04/2019,18:26:51,Eastern Daylight Time,woopy_t,had the awful sneak attack anxiety while Simultaneously lost in target trying to find one small outlet converter so now i want to nap for seven hours
17/04/2019,18:26:50,Eastern Daylight Time,89daysoftaylor,"""I like that she gives her fans something..."" You mean the crippling anxiety, insomnia and  trust issues. Yeah, we like too. #TaylorSwiftApril26 https://twitter.com/Katie_Krause/status/1118549207197949953 …"
17/04/2019,18:26:50,Eastern Daylight Time,brownobrowno,"Could barely breathe for anxiety most of tonight and nearly didn’t manage to leave the house for the gig but I’m so glad I did - thank you @MarthaDIY, that was incredible and exactly what I needed"
17/04/2019,18:26:45,Eastern Daylight Time,eileencheekss,My anxiety feels like it’s getting worse to the point where I wana throw up like why 😩
17/04/2019,18:26:37,Eastern Daylight Time,jessicadallas7,Having so much anxiety about needing to study... then not being able to study because of my anxiety... is the mood I’ve been living for the past 6 weeks of exam prep and I know nothing 🤪🤪 RIP
17/04/2019,18:26:36,Eastern Daylight Time,kimrubiomusic,me remaining anxious even after knowing i can sign this lease tomorrow is a testament to how PERSISTANT my anxiety is :^)
17/04/2019,18:26:32,Eastern Daylight Time,metagen_human,The Preventive and Curative Effects of Lactobacillus reuteri NK33 and Bifidobacterium adolescentis NK98 on Immobilization Stress-Induced Anxiety/Depression and Colitis in Mice.  http://dlvr.it/R31kkD 
17/04/2019,18:26:28,Eastern Daylight Time,davidschully,my parents are really strict and not until recently they started to be pretty laidback about me going out.  but im still an antisocial homebody and get huge anxiety and self awareness when i actually decide to go out. fucking sucks dude.
17/04/2019,18:26:28,Eastern Daylight Time,box_oil,"Lavender- calming, regenerating, healing   Aromatic, topical, internal  Emotional balance - Unheard ➡️Expressed  Top uses:  Sleep issues Stress, anxiety and…  https://www.instagram.com/p/BwX5TdqA2a4ET_7d2VgVClE_1cYYjEoi5gTAVM0/?utm_source=ig_twitter_share&igshid=1t6mvskkpu87z …"
17/04/2019,18:26:28,Eastern Daylight Time,probablyfex,"*internet hug*  are you okay when you go to sleep? as in, calm, or just, normal? usually when i go to sleep with anxiety or stress i get nightmares. could also be an effect from the meds? i'd ask or do some research maybe"
17/04/2019,18:26:27,Eastern Daylight Time,itsmartyxo,"I don’t get travel anxiety yet somehow I’ve been stressed about this trip for around a week now, and I’m leaving in the morning and can’t sleep 😩"
17/04/2019,18:26:26,Eastern Daylight Time,inventingwebs,"You guys don't understand the anxiety I get as I check y'alls profiles, fearing my friends have un followed me"
17/04/2019,18:26:11,Eastern Daylight Time,ogmas0,Big K.R.I.T’s accent lowers my anxiety.
17/04/2019,18:26:06,Eastern Daylight Time,gautschhm,"Meditating by the water is very therapeutic and a healing tool when filled with stress, anxiety and overload on empathy... I was enjoying the company of this beautiful female…  https://www.instagram.com/hmgautsch/p/BwX42CnhtSL/?utm_source=ig_twitter_share&igshid=mwdynd67ilae …"
17/04/2019,18:26:05,Eastern Daylight Time,zone_pelagique,"I have no idea what’s up here, tbh. I float through the world in a haze of playoffs sleep deprivation and packing anxiety"
17/04/2019,18:26:01,Eastern Daylight Time,cookieshippuden,Hello anxiety my old friend
17/04/2019,18:25:57,Eastern Daylight Time,s22alm,Anxiety attack at 12am
17/04/2019,18:25:56,Eastern Daylight Time,_littleluckycat,That seemed so serious it actually gave me a lil bit of anxiety
17/04/2019,18:25:55,Eastern Daylight Time,thesmelliestcat,Child: Mammy why is that man sitting outside the psychological center?  Mother: His anxiety makes him leave his house too early so whe  he arrives the place isn't even open yet
17/04/2019,18:25:54,Eastern Daylight Time,mzema24,These Galaxy Fold reviewer impressions are giving me anxiety.  pic.twitter.com/WjGNNbpTsk
17/04/2019,18:25:54,Eastern Daylight Time,packel088,"Like I'm literally going tomorrow to meet them and I'm already freaking out, thanks anxiety ur the best <3"
17/04/2019,18:25:53,Eastern Daylight Time,melissatweets13,My anxiety only truly started these past few months. I just hate the feeling so much and struggle with it on a daily basis. I’m so fucking glad that I have an idol who can stand up and be so brave and talk her truth. Thank you❤️ #SpeakUpWithPerrie
17/04/2019,18:25:47,Eastern Daylight Time,shimadafuck,"While on the subject, my core is made purely of anxiety wrapped in an indestructible layer of social phobia, so if I don't reply or disappear, it's definitely on me."
17/04/2019,18:25:47,Eastern Daylight Time,westendaims,"anyways in all seriousness, rose and rosie are a married english couple who make videos on life, love, mental health (going to therapy, ocd, anxiety, stress), sex + family and they also vlog and have a gaming channel. theyre SUPER cool and cute so y'all should watch them !!!  https://twitter.com/westendaims/status/1118640446761263104 …"
17/04/2019,18:25:46,Eastern Daylight Time,lhilps1996,You know you got a good ass friend when they cheer you up the whole day and talk you out of a constant anxiety attack and buy your lunch
17/04/2019,18:25:39,Eastern Daylight Time,spookymeggie,Oh this is pathetic. This makes me capital-A-angry. I know it's to foster artifical gendered anxiety and thusly sell more but that really just makes it worse.
17/04/2019,18:25:36,Eastern Daylight Time,hsr_writes,you see this? cured my depression. anxiety? gone. crops? flourishing. hotel? trivago.   https://youtu.be/bpyuiN9FDV8 
17/04/2019,18:25:30,Eastern Daylight Time,zhoumist,"what do you normal people without anxiety and personality disorder do when you like someone, how do you confess that shit, i need it for science"
17/04/2019,18:25:26,Eastern Daylight Time,varrulicious,anxiety 💀
17/04/2019,18:25:25,Eastern Daylight Time,suneatingly,"stays hidden beneath his clothing, the only barrier between his anxiety-ridden face and the shorter girl in front of him."
17/04/2019,18:25:21,Eastern Daylight Time,malamaorganics,"Keep it real #Twitter  Quiet the crowd and get clear with who you are and what you want to accomplish. Most of our stress is manageable, and starts with that first brave step to call ourselves out.  #StressAwarenessMonth #OneStepAtATime #Stress #Anxiety #Hemp #CBD #Plantmedicine pic.twitter.com/XNyddNpKI2 – at Waihe'e Ridge Trail"
17/04/2019,18:25:19,Eastern Daylight Time,urbanempairess,I’ll probably never hire an assistant! People are so unreliable & it gives me anxiety!
17/04/2019,18:25:18,Eastern Daylight Time,exhanny,"Would you date a girl that suffers from anxiety and panic attacks? — Yeah, don’t see why that would be a problem  https://curiouscat.me/Haanny/post/850832459?t=1555539918 …"
17/04/2019,18:25:18,Eastern Daylight Time,imusing,Bolt busy fanning white anxiety like a nazi again today  pic.twitter.com/A9C1MWI2R2
17/04/2019,18:25:00,Eastern Daylight Time,mscatastr0phe,"Told someone close to me that I have anxiety.  The response I got went as follows:  How? How can you have anxiety?! You're small, white, and female. You have NOTHING to be afraid of!"
17/04/2019,18:25:00,Eastern Daylight Time,danielle_harlan,Had an anxiety attack at work today. No big deal 🙄🙄 FML
17/04/2019,18:24:58,Eastern Daylight Time,ellath3elephant,"hey, twitter diary. it was a bit of an anxiety attack kinda day #poetry #breathe pic.twitter.com/bripmcsjns"
17/04/2019,18:24:36,Eastern Daylight Time,kymmiek84,Taken a beta-blocker and my anti depressant. Now relaxing in bed with some music on quiet. It’s that time of the month which doesn’t help my anxiety
17/04/2019,18:24:34,Eastern Daylight Time,schleprock1016,"Taraji P. Henson Reveals Depression, Anxiety Battle  http://dlvr.it/R31kWl  pic.twitter.com/DufwwA1qLo"
17/04/2019,18:24:33,Eastern Daylight Time,benajn_art,I think Neil Gaiman said something like he decided he'd made it when he didn't have to worry when the bill came after a meal. I just don't want my Nando's to come with a side of anxiety...but it feels like it's gonna be a while. #Overshare?
17/04/2019,18:24:32,Eastern Daylight Time,jamicoaches,Coaching can help you accept reality and obliterate anxiety and fear one worry at a time.   I was at a crossroads. My lucrative career was coming to a halt and I just didn’t know what to…  https://www.instagram.com/p/BwX5FB5B5x6/?utm_source=ig_twitter_share&igshid=h5xalbhrf1vh …
17/04/2019,18:24:26,Eastern Daylight Time,fiirtyjoon,that gave me so much anxiety thank GOD that’s over
17/04/2019,18:24:25,Eastern Daylight Time,mwbergeron,I haven’t felt that kind of anxiety or stress from a sporting event since the 2016 World Series.
17/04/2019,18:24:15,Eastern Daylight Time,nyakanos,"i could never drive in new york, my anxiety is too high for the amount of honking these people do"
17/04/2019,18:24:14,Eastern Daylight Time,sustainna,Anxiety attack over a customer threatening my job over something I cant control. Fun.
17/04/2019,18:24:13,Eastern Daylight Time,bae_adore,My anxiety so bad sitting in this class😣
17/04/2019,18:24:13,Eastern Daylight Time,thefitzsolution,"Using #EssentialOils during #study sessions can help your #teens alleviate #anxiety, increase #focus, and better retain their #knowledge. Schedule a Natural Living Solution Consult with me for a chance to win a FREE Fitz Solution Focus Blend Roll-on!  http://thefitzsolution.com/solutions/scheduler/ … pic.twitter.com/ZBFbuAdo4H"
